type	abstr_utt	abstr_da	utt	da
confirm-request	ok can i go to *STOP	"inform(to_stop=""*STOP"")"	ok can i go to Columbia University	confirm: to_stop=Columbia University; request: from_stop=?
request	i need to find out about a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	i need to find out about a subway connection	from_stop=?, to_stop=?
reply	and what time would the next connection be	"request(departure_time=""*DEPARTURE_TIME"")&inform(alternative=""next"")"	and what time would the next connection be	departure_time=3:55pm
reply	i want to know about a trip going from *STOP	"inform(from_stop=""*STREET"")"	i want to know about a trip going from Herald Square	line=G, direction=Canal Street, from_stop=Herald Square, departure_time=8:08pm, vehicle=subway
apologize	is there a schedule at a later time	"inform(alternative=""next"")"	is there a schedule at a later time	*=notfound, alternative=next
apologize	i want to depart from *STOP	"confirm(from_stop=""*STREET"")"	i want to depart from East Broadway	*=notfound, from_stop=East Broadway
reply	how many transfers are there	request(num_transfers)	how many transfers are there	num_transfers=2
confirm	i would like to go to *STOP	"inform(to_stop=""*STOP"")"	i would like to go to Herald Square	to_stop=Herald Square
apologize	how do i get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	how do i get from World Trade Center to Herald Square	*=notfound, from_stop=World Trade Center, to_stop=Herald Square
reply	my destination is *STOP	"inform(to_stop=""*STOP"")"	my destination is Central Park	vehicle=subway, line=3, from_stop=Herald Square, direction=Central Park, departure_time=11:18am
request	ok i would like to go to *STOP	"inform(to_stop=""*STREET"")"	ok i would like to go to Times Square	from_stop=?
reply	arrival time	"request(arrival_time=""*ARRIVAL_TIME"")"	arrival time	arrival_time=7:27am
confirm-request	yes be at the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	yes be at the subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
apologize	i need to go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i need to go from Central Park to Houston Street	*=notfound, to_stop=Houston Street, from_stop=Central Park
request	i'd rather use the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i'd rather use the subway	from_stop=?, to_stop=?
reply	how long for travel	request(duration)	how long for travel	duration=40 minutes
reply	can i get a schedule at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	can i get a schedule at twelve pm	direction=Lincoln Center, vehicle=subway, line=G, departure_time=12:03pm, from_stop=Penn Station
request	alright then go to *STOP	"inform(to_stop=""*STREET"")"	alright then go to Lincoln Center	from_stop=?
request	i would like to go from *STOP towards *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Lincoln Center towards *STOP	to_stop=?
confirm	no i'm departing from *STOP and i'm going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	no i'm departing from Bryant Park and i'm going to Rockefeller Center	from_stop=Bryant Park, to_stop=Rockefeller Center
confirm	how do i get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	how do i get from Broad Street to Delancey Street	from_stop=Broad Street, to_stop=Delancey Street
request	no i want to go from *STOP to	"inform(from_stop=""*STREET"")"	no i want to go from Wall Street to	to_stop=?
request	to *STOP at *NUMBER o'clock	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")"	to Bowling Green at ten o'clock	from_stop=?
confirm-request	what if i want to go instead to *STOP	"inform(to_stop=""*STOP"")"	what if i want to go instead to East Broadway	confirm: to_stop=East Broadway; request: from_stop=?
confirm	i want to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to get from Marble Hill to Times Square	from_stop=Marble Hill, to_stop=Times Square
confirm-request	ok i want to go to *STOP	"inform(to_stop=""*STREET"")"	ok i want to go to Columbus Circle	confirm: to_stop=Columbus Circle; request: from_stop=?
reply	in *NUMBER an hour	"inform(departure_time_rel=""*TIME_REL"")"	in half an hour	departure_time=11:03am, line=N, from_stop=Essex Street, direction=Park Place, vehicle=subway
confirm	what if i want to go instead to *STOP	"inform(to_stop=""*STOP"")"	what if i want to go instead to East Broadway	to_stop=East Broadway
apologize	can i change the destination to *STOP	"inform(to_stop=""*STOP"")"	can i change the destination to Bryant Park	*=notfound, to_stop=Bryant Park
request	port authority to *STOP	"inform(to_stop=""*STREET"")"	port authority to Penn Station	from_stop=?
confirm	can i go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	can i go from East Broadway to Penn Station	to_stop=Penn Station, from_stop=East Broadway
confirm	can you give me a time for the next connection	"inform(alternative=""next"")"	can you give me a time for the next connection	alternative=next
confirm	i would rather use the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would rather use the bus	vehicle=bus
reply	port authority to *STOP	"inform(to_stop=""*STREET"")"	port authority to Lincoln Center	departure_time=8:16pm, direction=Lincoln Center, line=J, vehicle=subway, from_stop=Central Park
reply	is there a *VEHICLE option	"inform(vehicle=""*VEHICLE"")"	is there a bus option	vehicle=bus, from_stop=Wall Street, line=M4, departure_time=9:03am, direction=Franklin Street
apologize	the second option	"inform(alternative=""2"")"	the second option	*=notfound, alternative=2
apologize	what about later options	"inform(alternative=""next"")"	what about later options	*=notfound, alternative=next
apologize	yes i would like to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to go from Bowery to Cortlandt Street	*=notfound, from_stop=Bowery, to_stop=Cortlandt Street
confirm	i would like a *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like a six pm	departure_time=6:00, ampm=pm
apologize	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Inwood	*=notfound, from_stop=Inwood
confirm	to *STOP at *NUMBER o'clock	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")"	to Park Place at five o'clock	to_stop=Park Place, departure_time=5:00
reply	how much time is needed for the ride	request(duration)	how much time is needed for the ride	duration=41 minutes
confirm-request	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Grand Street from	confirm: from_stop=Grand Street, vehicle=subway; request: to_stop=?
reply	how long will it take to get to the destination and what time will you get there	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how long will it take to get to the destination and what time will you get there	duration=70 minutes, arrival_time=12:43pm
reply	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Herald Square	vehicle=subway, from_stop=Herald Square, departure_time=8:17am, direction=City Hall, line=M
reply	change the destination to *STOP	"inform(to_stop=""*STREET"")"	change the destination to Franklin Street	departure_time=7:05am, line=M35, from_stop=Astor Place, vehicle=bus, direction=Franklin Street
reply	yes be at the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	yes be at the bus	vehicle=bus, departure_time=5:18pm, from_stop=Houston Street, line=M100, direction=Inwood
confirm-request	i want to change my destination to *STOP	"inform(to_stop=""*STREET"")"	i want to change my destination to Herald Square	confirm: to_stop=Herald Square; request: from_stop=?
reply	i would like to depart from *STOP and go to *STOP	"confirm(from_stop=""*STREET"")&confirm(to_stop=""*STOP"")"	i would like to depart from Dyckman Street and go to Columbus Circle	from_stop=Dyckman Street, direction=Columbus Circle, vehicle=bus, line=M20, departure_time=5:04pm
reply	schedule at *NUMBER in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	schedule at one in the afternoon	vehicle=subway, line=2, from_stop=East Broadway, departure_time=1:16pm, direction=Port Authority Bus Terminal
request	is there an option for *NUMBER o'clock in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option for seven o'clock in the morning	from_stop=?, to_stop=?
confirm-request	*NUMBER *AMPM take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	six pm take the subway	confirm: departure_time=6:00, ampm=pm, vehicle=subway; request: from_stop=?, to_stop=?
confirm-reply	i want to arrive in *STOP how long will that take	"inform(to_stop=""*STOP"")&request(duration)"	i want to arrive in Port Authority Bus Terminal how long will that take	confirm: to_stop=Port Authority Bus Terminal; reply: duration=40 minutes
request	i want to arrive at *STOP	"inform(to_stop=""*STOP"")"	i want to arrive at Columbus Circle	from_stop=?
confirm-request	i need a connection in *NUMBER minutes	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	i need a connection in fifteen minutes	confirm: departure_time_rel=0:15; request: from_stop=?, to_stop=?
confirm-request	no i want to go from *STOP to	"inform(from_stop=""*STREET"")"	no i want to go from Essex Street to	confirm: from_stop=Essex Street; request: to_stop=?
apologize	i want to know how to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to know how to travel from Union Square to Roosevelt Island	*=notfound, from_stop=Union Square, to_stop=Roosevelt Island
request	i want to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take the bus	from_stop=?, to_stop=?
reply	how do i go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	how do i go from Herald Square to Park Place	direction=Park Place, line=M57, departure_time=11:14am, vehicle=bus, from_stop=Herald Square
reply	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Prince Street	vehicle=subway, from_stop=Lincoln Center, departure_time=7:13am, direction=Prince Street, line=7
confirm-request	a *NUMBER o clock *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a *NUMBER o clock bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
reply	what is the number of transfers	request(num_transfers)	what is the number of transfers	num_transfers=2
reply	i need a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i need a connection by subway	vehicle=subway, departure_time=3:07pm, direction=Cortlandt Street, line=1, from_stop=Fulton Street
confirm	*STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	Prince Street to Houston Street	from_stop=Prince Street, to_stop=Houston Street
request	change my destination to *STOP	"inform(to_stop=""*STOP"")"	change my destination to Central Park	from_stop=?
reply	ok how long will that take and when is the next connection	"request(departure_time=""*DEPARTURE_TIME"")&request(duration)&inform(alternative=""next"")"	ok how long will that take and when is the next connection	duration=49 minutes, departure_time=6:24pm
confirm	yes connection in *NUMBER minutes	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	yes connection in twenty minutes	departure_time_rel=0:20
reply	what is the arrival time at the destination	"request(arrival_time=""*ARRIVAL_TIME"")"	what is the arrival time at the destination	arrival_time=10:50pm
request	at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	at ten am	from_stop=?, to_stop=?
reply	how long will it take and what time will i arrive	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how long will it take and what time will i arrive	duration=69 minutes, arrival_time=5:52pm
reply	an alternative at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	an alternative at eleven am by subway	vehicle=subway, from_stop=Marble Hill, direction=Grand Street, line=1, departure_time=11:18am
confirm	i would like to depart *STOP and go to *STOP	"inform(to_stop=""*STREET"")"	i would like to depart *STOP and go to Canal Street	to_stop=Canal Street
reply	i want to travel to *STOP	"inform(to_stop=""*STOP"")"	i want to travel to Park Place	direction=Park Place, from_stop=Herald Square, line=1, vehicle=subway, departure_time=11:07am
reply	i would like a ride at *NUMBER *AMPM and would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i would like a ride at eight am and would like to take the subway	line=4, vehicle=subway, from_stop=Grand Central, direction=World Trade Center, departure_time=8:06am
confirm	from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	from Port Authority Bus Terminal to Dyckman Street	to_stop=Dyckman Street, from_stop=Port Authority Bus Terminal
request	travelling to *STOP	"inform(to_stop=""*STREET"")"	travelling to Columbia University	from_stop=?
confirm	transit itinerary from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	transit itinerary from Delancey Street to Roosevelt Island	from_stop=Delancey Street, to_stop=Roosevelt Island
confirm	how long will it take to go from *STOP to *STOP by *VEHICLE	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")&request(duration)"	how long will it take to go from East Broadway to Times Square by subway	from_stop=East Broadway, to_stop=Times Square, vehicle=subway
confirm-request	i would like to go from *STOP to	"inform(from_stop=""*STREET"")"	i would like to go from Marble Hill to	confirm: from_stop=Marble Hill; request: to_stop=?
confirm-request	i would rather use the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would rather use the bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
apologize	i need to find out about a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	i need to find out about a subway connection	*=notfound, vehicle=subway
confirm-request	alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	alternative at six pm	confirm: departure_time=6:00, ampm=pm; request: from_stop=?, to_stop=?
apologize	connection in *NUMBER minutes	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	connection in fifteen minutes	*=notfound, departure_time_rel=0:15
reply	what if i leave at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	what if i leave at nine pm	vehicle=subway, direction=Prince Street, line=Q, from_stop=Grand Central, departure_time=9:05pm
confirm	thank you i need to at *NUMBER oclock and on a *VEHICLE to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	thank you i need to at nine oclock and on a bus to Essex Street	to_stop=Essex Street, departure_time=9:00, vehicle=bus
apologize	i am looking for a transit schedule from *STOP headed to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i am looking for a transit schedule from Central Park headed to Cortlandt Street	*=notfound, from_stop=Central Park, to_stop=Cortlandt Street
confirm	*NUMBER *AMPM schedule by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	six pm schedule by subway	departure_time=6:00, ampm=pm, vehicle=subway
request	change the destination to *STOP	"inform(to_stop=""*STREET"")"	change the destination to Herald Square	from_stop=?
confirm	i wanna find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i wanna find a subway connection from Rector Street to Park Place	from_stop=Rector Street, to_stop=Park Place, vehicle=subway
confirm	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Grand Street from	from_stop=Grand Street, vehicle=subway
reply	i'm saying i want to go to *STOP and i know i want to know how long it will take	"inform(to_stop=""*STREET"")&request(duration)"	i'm saying i want to go to Columbia University and i know i want to know how long it will take	duration=54 minutes
reply	is there a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at seven am	vehicle=subway, direction=Times Square, from_stop=City Hall, departure_time=7:00am, line=C
confirm	instead of going to *STOP i'd like to g-	"inform(to_stop=""*STOP"")"	instead of going to Franklin Street i'd like to g-	to_stop=Franklin Street
reply	is there a connection at *NUMBER in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at four in the afternoon	line=M34, from_stop=Cortlandt Street, vehicle=bus, departure_time=4:07pm, direction=City Hall
reply	i'm asking for public transport and i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i'm asking for public transport and i want to go from Cathedral Parkway to Wall Street	departure_time=7:01am, vehicle=subway, from_stop=Cathedral Parkway, direction=Wall Street, line=5
reply	what is the connection in *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	what is the connection in half an hour	line=J, departure_time=8:19am, vehicle=subway, direction=Houston Street, from_stop=Roosevelt Island
apologize	from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	from Columbia University to Marble Hill	*=notfound, from_stop=Columbia University, to_stop=Marble Hill
confirm-request	i need to leave at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i need to leave at ten in the evening	confirm: departure_time=10:00, ampm=pm; request: from_stop=?, to_stop=?
confirm-request	what is the connection in *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	what is the connection in half an hour	confirm: departure_time_rel=0:30; request: from_stop=?, to_stop=?
reply	i need a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	i need a bus connection	direction=Wall Street, from_stop=Park Place, departure_time=9:14pm, line=M57, vehicle=bus
confirm	*STOP to	"inform(from_stop=""*STREET"")"	Prince Street to	from_stop=Prince Street
apologize	i want to travel to *STOP	"inform(to_stop=""*STREET"")"	i want to travel to Astor Place	*=notfound, to_stop=Astor Place
confirm-request	thank you i need to at *NUMBER oclock and on a *VEHICLE to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	thank you i need to at nine oclock and on a bus to Essex Street	confirm: to_stop=Essex Street, departure_time=9:00, vehicle=bus; request: from_stop=?
reply	what is the duration of the distance of the trip	request(duration)&request(distance)	what is the duration of the distance of the trip	distance=6.0 miles, duration=75 minutes
apologize	yes i'd like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i'd like to travel from Canal Street to Rector Street	*=notfound, from_stop=Canal Street, to_stop=Rector Street
confirm	i want to know about a trip going from *STOP	"inform(from_stop=""*STREET"")"	i want to know about a trip going from Canal Street	from_stop=Canal Street
confirm	yeah i do want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yeah i do want to depart from Washington Square	from_stop=Washington Square
apologize	i want to leave at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i want to leave at eight pm	*=notfound, departure_time=8:00, ampm=pm
apologize	is there an alternate route at a later time	"inform(alternative=""next"")"	is there an alternate route at a later time	*=notfound, alternative=next
confirm	could i get a *VEHICLE route at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	could i get a subway route at five in the afternoon	departure_time=5:00, ampm=pm, vehicle=subway
reply	i need to go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i need to go from Bleecker Street to Franklin Street	direction=Franklin Street, line=M8, vehicle=bus, from_stop=Bleecker Street, departure_time=8:03am
reply	i want to go to *STOP by 	"inform(to_stop=""*STREET"")"	i want to go to Franklin Street by 	vehicle=subway, departure_time=7:07am, line=B, from_stop=Grand Central, direction=Franklin Street
apologize	alright then go to *STOP	"inform(to_stop=""*STREET"")"	alright then go to Delancey Street	*=notfound, to_stop=Delancey Street
confirm	i need a trip going from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i need a trip going from Bleecker Street to Broad Street	from_stop=Bleecker Street, to_stop=Broad Street
confirm	i need to go to *STOP	"inform(to_stop=""*STOP"")"	i need to go to Cathedral Parkway	to_stop=Cathedral Parkway
reply	thank you i need to at *NUMBER oclock and on a *VEHICLE to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	thank you i need to at nine oclock and on a bus to Marble Hill	from_stop=Washington Square, departure_time=9:00am, vehicle=bus, direction=Marble Hill, line=M60
request	i want to get to *STOP	"inform(to_stop=""*STOP"")"	i want to get to Herald Square	from_stop=?
reply	how long is the ride	request(distance)	how long is the ride	distance=0.8 miles
request	i would like to go to *STOP	"inform(to_stop=""*STOP"")"	i would like to go to Herald Square	from_stop=?
confirm	i'm headed to *STOP	"inform(to_stop=""*STREET"")"	i'm headed to Fulton Street	to_stop=Fulton Street
confirm	what about *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	what about ten in the morning	departure_time=10:00, ampm=am
apologize	change the destination to *STOP	"inform(to_stop=""*STOP"")"	change the destination to Rockefeller Center	*=notfound, to_stop=Rockefeller Center
apologize	yes i would like to travel from *STOP and go to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to travel from Rockefeller Center and go to Wall Street	*=notfound, from_stop=Rockefeller Center, to_stop=Wall Street
confirm-request	*STOP to bleeker street	"inform(from_stop=""*STOP"")"	East Broadway to bleeker street	confirm: from_stop=East Broadway; request: to_stop=?
apologize	i need a ride from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i need a ride from Delancey Street to Herald Square	*=notfound, from_stop=Delancey Street, to_stop=Herald Square
apologize	can i get a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	can i get a bus	*=notfound, vehicle=bus
confirm	i'm departing from *STOP	"inform(from_stop=""*STREET"")"	i'm departing from Times Square	from_stop=Times Square
confirm	i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i would like to travel from Roosevelt Island to Bowling Green	from_stop=Roosevelt Island, to_stop=Bowling Green
confirm-request	i want to depart from *STOP	"confirm(from_stop=""*STREET"")"	i want to depart from Broad Street	confirm: from_stop=Broad Street; request: to_stop=?
confirm	is there a schedule at *NUMBER o'clock *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a schedule at ten o'clock pm	departure_time=10:00, ampm=pm
reply	no i want to depart from *STOP	"confirm(from_stop=""*STREET"")"	no i want to depart from Franklin Street	direction=Houston Street, line=M, departure_time=12:05pm, from_stop=Franklin Street, vehicle=subway
confirm	connection in *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	connection in half an hour	departure_time_rel=0:30
apologize	i would like to go to from *STOP to *STOP man	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go to from Bowery to Wall Street man	*=notfound, from_stop=Bowery, to_stop=Wall Street
reply	how far will i be travelling	request(distance)	how far will i be travelling	distance=5.2 miles
confirm	do you have an alternative at a later time oh	"inform(alternative=""next"")"	do you have an alternative at a later time oh	alternative=next
confirm	i am travelling from *STOP and	"inform(from_stop=""*STREET"")"	i am travelling from Marble Hill and	from_stop=Marble Hill
reply	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Cathedral Parkway	vehicle=bus, from_stop=Cathedral Parkway, direction=Houston Street, departure_time=9:10am, line=M1
request	what about a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	what about a connection at ten pm	from_stop=?, to_stop=?
confirm	i need to find a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	i need to find a subway connection	vehicle=subway
confirm	i would like a ride at *NUMBER *AMPM and would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i would like a ride at three pm and would like to take the bus	departure_time=3:00, ampm=pm, vehicle=bus
confirm-request	yes i would like to go from *STOP to gra-	"inform(from_stop=""*STOP"")"	yes i would like to go from Bowling Green to gra-	confirm: from_stop=Bowling Green; request: to_stop=?
reply	yes i am leaving from *STOP and i would like to get to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i am leaving from Fulton Street and i would like to get to Dyckman Street	line=Q, vehicle=subway, from_stop=Fulton Street, departure_time=2:18pm, direction=Dyckman Street
reply	no i would like to travel to *STOP	"inform(to_stop=""*STOP"")"	no i would like to travel to Prince Street	direction=Prince Street, from_stop=Rector Street, vehicle=subway, line=3, departure_time=3:15pm
reply	to *STOP	"inform(to_stop=""*STOP"")"	to Columbia University	from_stop=Essex Street, direction=Columbia University, departure_time=3:08pm, line=M79, vehicle=bus
request	ok and i need to find out the connection in a *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	ok and i need to find out the connection in a half an hour	from_stop=?, to_stop=?
reply	when will i get there	"request(arrival_time=""*ARRIVAL_TIME"")"	when will i get there	arrival_time=8:01pm
confirm-reply	what time will i get to *STOP	"inform(to_stop=""*STREET"")&request(arrival_time=""*ARRIVAL_TIME"")"	what time will i get to Roosevelt Island	confirm: to_stop=Roosevelt Island; reply: arrival_time=5:43pm
confirm	what time will i get to *STOP	"inform(to_stop=""*STREET"")&request(arrival_time=""*ARRIVAL_TIME"")"	what time will i get to Roosevelt Island	to_stop=Roosevelt Island
apologize	i need a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i need a bus connection from Essex Street to Times Square	*=notfound, from_stop=Essex Street, to_stop=Times Square, vehicle=bus
confirm-request	want to find a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	want to find a subway connection	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm	what about the *NUMBER *AMPM connection	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	what about the five pm connection	departure_time=5:00, ampm=pm
reply	how to travel to *STOP	"inform(to_stop=""*STOP"")"	how to travel to Times Square	from_stop=Columbus Circle, departure_time=8:10am, line=B, direction=Times Square, vehicle=subway
confirm	ok i would like to go to *STOP	"inform(to_stop=""*STREET"")"	ok i would like to go to Houston Street	to_stop=Houston Street
confirm	i need to know the duration of the trip and find out connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&request(duration)"	i need to know the duration of the trip and find out connection at one pm	departure_time=1:00, ampm=pm
confirm-request	what about a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	what about a connection at two pm	confirm: departure_time=2:00, ampm=pm; request: from_stop=?, to_stop=?
confirm-request	i would like a ride at *NUMBER *AMPM and would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i would like a ride at three pm and would like to take the bus	confirm: departure_time=3:00, ampm=pm, vehicle=bus; request: from_stop=?, to_stop=?
apologize	i'm looking for a public transit route from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'm looking for a public transit route from Columbia University to Dyckman Street	*=notfound, to_stop=Dyckman Street, from_stop=Columbia University
request	is there a schedule at *NUMBER o'clock in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a schedule at seven o'clock in the evening	from_stop=?, to_stop=?
apologize	can you give me a time for the next connection	"inform(alternative=""next"")"	can you give me a time for the next connection	*=notfound, alternative=next
confirm	no i would like to travel to *STOP	"inform(to_stop=""*STOP"")"	no i would like to travel to Fulton Street	to_stop=Fulton Street
apologize	i would like my departure time at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i would like my departure time at ten am	*=notfound, departure_time=10:00, ampm=am
confirm	i'm changing go to *STOP	"inform(to_stop=""*STOP"")"	i'm changing go to Grand Central	to_stop=Grand Central
reply	can i how about if i leave at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	can i how about if i leave at ten pm	vehicle=bus, departure_time=10:01pm, from_stop=Chambers Street, line=M66, direction=Lincoln Center
reply	could i get a *VEHICLE route at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	could i get a subway route at one in the afternoon	vehicle=subway, from_stop=Penn Station, direction=Columbia University, departure_time=1:02pm, line=3
