type	abstr_utt	abstr_da	utt	da
confirm-request	i want to go at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to go at four pm by subway	confirm: departure_time=4:00, ampm=pm, vehicle=subway; request: from_stop=?, to_stop=?
confirm	i want to go at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to go at four pm by subway	departure_time=4:00, ampm=pm, vehicle=subway
reply	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by subway	departure_time=5:12pm, direction=Bowery, vehicle=subway, line=R, from_stop=Washington Square
apologize	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by bus	*=notfound, vehicle=bus
request	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by bus	from_stop=?, to_stop=?
confirm-request	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by subway	vehicle=subway
reply	i want to go depart from *STOP to *STOP	"confirm(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go depart from Prince Street to City Hall	line=M35, vehicle=bus, from_stop=Prince Street, direction=City Hall, departure_time=11:19am
apologize	i want to go depart from *STOP to *STOP	"confirm(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go depart from Bowling Green to Wall Street	*=notfound, from_stop=Bowling Green, to_stop=Wall Street
confirm	i want to go depart from *STOP to *STOP	"confirm(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go depart from Inwood to Lincoln Center	from_stop=Inwood, to_stop=Lincoln Center
reply	i want to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go from Penn Station to Herald Square	vehicle=subway, departure_time=3:13pm, direction=Herald Square, from_stop=Penn Station, line=5
apologize	i want to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go from Houston Street to Delancey Street	*=notfound, from_stop=Houston Street, to_stop=Delancey Street
confirm	i want to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go from Columbia University to Rector Street	from_stop=Columbia University, to_stop=Rector Street
reply	i want to go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to go from Prince Street to Bryant Park	vehicle=bus, direction=Bryant Park, line=M50, from_stop=Prince Street, departure_time=2:09pm
apologize	i want to go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to go from Chambers Street to Broad Street	*=notfound, to_stop=Broad Street, from_stop=Chambers Street
confirm	i want to go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to go from World Trade Center to Port Authority Bus Terminal	to_stop=Port Authority Bus Terminal, from_stop=World Trade Center
reply	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Cortlandt Street	line=C, vehicle=subway, from_stop=Cortlandt Street, direction=Wall Street, departure_time=7:14am
apologize	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Rockefeller Center	*=notfound, from_stop=Rockefeller Center
request	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Dyckman Street	to_stop=?
confirm-request	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Franklin Street	confirm: from_stop=Franklin Street; request: to_stop=?
confirm	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Franklin Street	from_stop=Franklin Street
reply	i want to go from *STOP to	"inform(from_stop=""*STREET"")"	i want to go from Bleecker Street to	from_stop=Bleecker Street, direction=Rockefeller Center, departure_time=3:13pm, vehicle=bus, line=M4
apologize	i want to go from *STOP to	"inform(from_stop=""*STREET"")"	i want to go from Times Square to	*=notfound, from_stop=Times Square
request	i want to go from *STOP to	"inform(from_stop=""*STREET"")"	i want to go from Roosevelt Island to	to_stop=?
confirm-request	i want to go from *STOP to	"inform(from_stop=""*STREET"")"	i want to go from Washington Square to	confirm: from_stop=Washington Square; request: to_stop=?
confirm	i want to go from *STOP to	"inform(from_stop=""*STREET"")"	i want to go from Washington Square to	from_stop=Washington Square
reply	i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to go from Port Authority Bus Terminal to Times Square	vehicle=subway, departure_time=8:18pm, from_stop=Port Authority Bus Terminal, direction=Times Square, line=2
apologize	i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to go from Essex Street to City Hall	*=notfound, from_stop=Essex Street, to_stop=City Hall
confirm	i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to go from Port Authority Bus Terminal to Astor Place	from_stop=Port Authority Bus Terminal, to_stop=Astor Place
reply	i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to go from Fulton Street to Cortlandt Street	departure_time=11:06pm, direction=Cortlandt Street, line=1, vehicle=subway, from_stop=Fulton Street
apologize	i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to go from Grand Central to Houston Street	*=notfound, from_stop=Grand Central, to_stop=Houston Street
confirm	i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to go from Inwood to Canal Street	from_stop=Inwood, to_stop=Canal Street
reply	i want to go i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go i want to go from Dyckman Street	departure_time=8:17am, direction=Essex Street, vehicle=subway, from_stop=Dyckman Street, line=E
apologize	i want to go i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go i want to go from Columbus Circle	*=notfound, from_stop=Columbus Circle
request	i want to go i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go i want to go from Times Square	to_stop=?
confirm-request	i want to go i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go i want to go from Bleecker Street	confirm: from_stop=Bleecker Street; request: to_stop=?
confirm	i want to go i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go i want to go from Bleecker Street	from_stop=Bleecker Street
reply	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to Inwood	departure_time=2:15pm, vehicle=bus, from_stop=East Broadway, direction=Inwood, line=M2
apologize	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to East Broadway	*=notfound, to_stop=East Broadway
request	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to World Trade Center	from_stop=?
confirm-request	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to Grand Street	confirm: to_stop=Grand Street; request: from_stop=?
confirm	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to Grand Street	to_stop=Grand Street
reply	i want to go to *STOP instead	"inform(to_stop=""*STOP"")"	i want to go to Franklin Street instead	line=M23, direction=Franklin Street, departure_time=3:01pm, from_stop=Roosevelt Island, vehicle=bus
apologize	i want to go to *STOP instead	"inform(to_stop=""*STOP"")"	i want to go to Prince Street instead	*=notfound, to_stop=Prince Street
request	i want to go to *STOP instead	"inform(to_stop=""*STOP"")"	i want to go to Prince Street instead	from_stop=?
confirm-request	i want to go to *STOP instead	"inform(to_stop=""*STOP"")"	i want to go to Bowery instead	confirm: to_stop=Bowery; request: from_stop=?
confirm	i want to go to *STOP instead	"inform(to_stop=""*STOP"")"	i want to go to Bowery instead	to_stop=Bowery
reply	i want to go to *STOP by 	"inform(to_stop=""*STREET"")"	i want to go to Penn Station by 	vehicle=subway, direction=Penn Station, line=E, from_stop=Essex Street, departure_time=8:09am
apologize	i want to go to *STOP by 	"inform(to_stop=""*STREET"")"	i want to go to Columbus Circle by 	*=notfound, to_stop=Columbus Circle
request	i want to go to *STOP by 	"inform(to_stop=""*STREET"")"	i want to go to Lincoln Center by 	from_stop=?
confirm-request	i want to go to *STOP by 	"inform(to_stop=""*STREET"")"	i want to go to Marble Hill by 	confirm: to_stop=Marble Hill; request: from_stop=?
confirm	i want to go to *STOP by 	"inform(to_stop=""*STREET"")"	i want to go to Marble Hill by 	to_stop=Marble Hill
reply	i want to go to *STOP from *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STREET"")"	i want to go to Cathedral Parkway from Houston Street	departure_time=10:09am, line=Z, from_stop=Houston Street, vehicle=subway, direction=Cathedral Parkway
apologize	i want to go to *STOP from *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STREET"")"	i want to go to City Hall from East Broadway	*=notfound, to_stop=City Hall, from_stop=East Broadway
confirm	i want to go to *STOP from *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STREET"")"	i want to go to Rector Street from Delancey Street	to_stop=Rector Street, from_stop=Delancey Street
reply	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Herald Square	vehicle=subway, departure_time=8:10am, line=E, from_stop=Marble Hill, direction=Herald Square
apologize	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Penn Station	*=notfound, to_stop=Penn Station
request	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Central Park	from_stop=?
confirm-request	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Bowling Green	confirm: to_stop=Bowling Green; request: from_stop=?
confirm	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Bowling Green	to_stop=Bowling Green
reply	i want to know about a trip going from *STOP	"inform(from_stop=""*STREET"")"	i want to know about a trip going from Grand Street	direction=Rector Street, departure_time=5:17pm, line=M1, from_stop=Grand Street, vehicle=bus
apologize	i want to know about a trip going from *STOP	"inform(from_stop=""*STREET"")"	i want to know about a trip going from Bleecker Street	*=notfound, from_stop=Bleecker Street
request	i want to know about a trip going from *STOP	"inform(from_stop=""*STREET"")"	i want to know about a trip going from Park Place	to_stop=?
confirm-request	i want to know about a trip going from *STOP	"inform(from_stop=""*STREET"")"	i want to know about a trip going from Houston Street	confirm: from_stop=Houston Street; request: to_stop=?
confirm	i want to know about a trip going from *STOP	"inform(from_stop=""*STREET"")"	i want to know about a trip going from Houston Street	from_stop=Houston Street
reply	i want to know how long it takes to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)&request(distance)"	i want to know how long it takes to get from Port Authority Bus Terminal to Times Square	distance=3.3 miles, duration=51 minutes
confirm-reply	i want to know how long it takes to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)&request(distance)"	i want to know how long it takes to get from Canal Street to Dyckman Street	confirm: from_stop=Canal Street, to_stop=Dyckman Street; reply: distance=3.3 miles, duration=51 minutes
confirm	i want to know how long it takes to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)&request(distance)"	i want to know how long it takes to get from Canal Street to Dyckman Street	from_stop=Canal Street, to_stop=Dyckman Street
reply	i want to know how to get from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to know how to get from Herald Square to Cathedral Parkway	departure_time=9:07am, direction=Cathedral Parkway, from_stop=Herald Square, line=B, vehicle=subway
apologize	i want to know how to get from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to know how to get from Houston Street to Washington Square	*=notfound, to_stop=Washington Square, from_stop=Houston Street
confirm	i want to know how to get from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to know how to get from City Hall to Columbia University	to_stop=Columbia University, from_stop=City Hall
reply	i want to know how to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to know how to travel from Rector Street to Fulton Street	vehicle=subway, line=1, from_stop=Rector Street, departure_time=9:06am, direction=Fulton Street
apologize	i want to know how to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to know how to travel from Essex Street to East Broadway	*=notfound, from_stop=Essex Street, to_stop=East Broadway
confirm	i want to know how to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to know how to travel from Astor Place to Bryant Park	from_stop=Astor Place, to_stop=Bryant Park
reply	i want to leave at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to leave at two pm by bus	line=M20, from_stop=Bleecker Street, departure_time=2:18pm, direction=Grand Central, vehicle=bus
apologize	i want to leave at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to leave at five pm by bus	*=notfound, departure_time=5:00, ampm=pm, vehicle=bus
request	i want to leave at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to leave at five pm by bus	from_stop=?, to_stop=?
confirm-request	i want to leave at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to leave at eleven am by subway	confirm: departure_time=11:00, ampm=am, vehicle=subway; request: from_stop=?, to_stop=?
confirm	i want to leave at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to leave at eleven am by subway	departure_time=11:00, ampm=am, vehicle=subway
reply	i want to leave at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i want to leave at one pm	direction=Penn Station, departure_time=1:09pm, vehicle=bus, from_stop=Bowery, line=M10
apologize	i want to leave at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i want to leave at nine pm	*=notfound, departure_time=9:00, ampm=pm
request	i want to leave at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i want to leave at ten pm	from_stop=?, to_stop=?
confirm-request	i want to leave at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i want to leave at ten am	confirm: departure_time=10:00, ampm=am; request: from_stop=?, to_stop=?
confirm	i want to leave at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i want to leave at ten am	departure_time=10:00, ampm=am
reply	i want to leave from *STOP and get to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to leave from Fulton Street and get to Park Place	direction=Park Place, departure_time=11:16am, line=J, vehicle=subway, from_stop=Fulton Street
apologize	i want to leave from *STOP and get to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to leave from Franklin Street and get to Bowling Green	*=notfound, from_stop=Franklin Street, to_stop=Bowling Green
confirm	i want to leave from *STOP and get to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to leave from Houston Street and get to Astor Place	from_stop=Houston Street, to_stop=Astor Place
reply	i want to leave from *STOP and go to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to leave from City Hall and go to Essex Street	direction=Essex Street, line=Q, from_stop=City Hall, vehicle=subway, departure_time=7:15am
apologize	i want to leave from *STOP and go to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to leave from Washington Square and go to Prince Street	*=notfound, to_stop=Prince Street, from_stop=Washington Square
confirm	i want to leave from *STOP and go to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to leave from Broad Street and go to Dyckman Street	to_stop=Dyckman Street, from_stop=Broad Street
reply	i want to take a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take a bus	departure_time=11:03pm, from_stop=Houston Street, line=M34, direction=Cortlandt Street, vehicle=bus
apologize	i want to take a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take a subway	*=notfound, vehicle=subway
request	i want to take a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take a subway	from_stop=?, to_stop=?
confirm-request	i want to take a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take a bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	i want to take a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take a bus	vehicle=bus
reply	i want to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take the bus	departure_time=5:03pm, vehicle=bus, from_stop=Lincoln Center, direction=Delancey Street, line=M2
apologize	i want to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take the bus	*=notfound, vehicle=bus
request	i want to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take the bus	from_stop=?, to_stop=?
confirm-request	i want to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take the subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm	i want to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take the subway	vehicle=subway
reply	i want to travel from *STOP	"inform(from_stop=""*STREET"")"	i want to travel from Roosevelt Island	vehicle=bus, from_stop=Roosevelt Island, line=M10, direction=Broad Street, departure_time=9:07am
apologize	i want to travel from *STOP	"inform(from_stop=""*STREET"")"	i want to travel from Central Park	*=notfound, from_stop=Central Park
request	i want to travel from *STOP	"inform(from_stop=""*STREET"")"	i want to travel from Houston Street	to_stop=?
confirm-request	i want to travel from *STOP	"inform(from_stop=""*STREET"")"	i want to travel from Grand Central	confirm: from_stop=Grand Central; request: to_stop=?
confirm	i want to travel from *STOP	"inform(from_stop=""*STREET"")"	i want to travel from Grand Central	from_stop=Grand Central
reply	i want to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to travel from Prince Street to Cathedral Parkway	direction=Cathedral Parkway, line=M10, from_stop=Prince Street, vehicle=bus, departure_time=9:05am
apologize	i want to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to travel from Franklin Street to Canal Street	*=notfound, from_stop=Franklin Street, to_stop=Canal Street
confirm	i want to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to travel from Roosevelt Island to Broad Street	from_stop=Roosevelt Island, to_stop=Broad Street
reply	i want to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to travel from Inwood to Franklin Street	vehicle=subway, from_stop=Inwood, departure_time=2:05pm, line=G, direction=Franklin Street
apologize	i want to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to travel from Marble Hill to East Broadway	*=notfound, from_stop=Marble Hill, to_stop=East Broadway
confirm	i want to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to travel from Bowling Green to Rockefeller Center	from_stop=Bowling Green, to_stop=Rockefeller Center
reply	i want to travel to *STOP	"inform(to_stop=""*STOP"")"	i want to travel to Columbia University	departure_time=11:16pm, direction=Columbia University, vehicle=subway, line=2, from_stop=Canal Street
apologize	i want to travel to *STOP	"inform(to_stop=""*STOP"")"	i want to travel to Grand Central	*=notfound, to_stop=Grand Central
request	i want to travel to *STOP	"inform(to_stop=""*STOP"")"	i want to travel to Columbus Circle	from_stop=?
confirm-request	i want to travel to *STOP	"inform(to_stop=""*STOP"")"	i want to travel to Bowery	confirm: to_stop=Bowery; request: from_stop=?
confirm	i want to travel to *STOP	"inform(to_stop=""*STOP"")"	i want to travel to Bowery	to_stop=Bowery
reply	i want to travel to *STOP	"inform(to_stop=""*STREET"")"	i want to travel to Delancey Street	direction=Delancey Street, departure_time=7:17am, line=Q, vehicle=subway, from_stop=Bowery
apologize	i want to travel to *STOP	"inform(to_stop=""*STREET"")"	i want to travel to Wall Street	*=notfound, to_stop=Wall Street
request	i want to travel to *STOP	"inform(to_stop=""*STREET"")"	i want to travel to Washington Square	from_stop=?
confirm-request	i want to travel to *STOP	"inform(to_stop=""*STREET"")"	i want to travel to Roosevelt Island	confirm: to_stop=Roosevelt Island; request: from_stop=?
confirm	i want to travel to *STOP	"inform(to_stop=""*STREET"")"	i want to travel to Roosevelt Island	to_stop=Roosevelt Island
reply	a way to go not by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a way to go not by bus	departure_time=8:08am, vehicle=bus, from_stop=Park Place, direction=East Broadway, line=M3
apologize	a way to go not by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a way to go not by subway	*=notfound, vehicle=subway
request	a way to go not by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a way to go not by bus	from_stop=?, to_stop=?
confirm-request	a way to go not by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a way to go not by bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	a way to go not by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a way to go not by bus	vehicle=bus
reply	and what time will i arrive	"request(arrival_time=""*ARRIVAL_TIME"")"	and what time will i arrive	arrival_time=7:57am
reply	and what time will i be there	"request(arrival_time=""*ARRIVAL_TIME"")"	and what time will i be there	arrival_time=8:50am
reply	hey what if i am going to *STOP	"inform(to_stop=""*STREET"")"	hey what if i am going to Park Place	departure_time=9:16am, vehicle=bus, from_stop=Wall Street, line=M23, direction=Park Place
apologize	hey what if i am going to *STOP	"inform(to_stop=""*STREET"")"	hey what if i am going to Bowery	*=notfound, to_stop=Bowery
request	hey what if i am going to *STOP	"inform(to_stop=""*STREET"")"	hey what if i am going to Prince Street	from_stop=?
confirm-request	hey what if i am going to *STOP	"inform(to_stop=""*STREET"")"	hey what if i am going to Washington Square	confirm: to_stop=Washington Square; request: from_stop=?
confirm	hey what if i am going to *STOP	"inform(to_stop=""*STREET"")"	hey what if i am going to Washington Square	to_stop=Washington Square
reply	ok what if i leave at around *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	ok what if i leave at around nine pm	direction=Rockefeller Center, vehicle=subway, from_stop=Herald Square, departure_time=9:02pm, line=5
apologize	ok what if i leave at around *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	ok what if i leave at around seven pm	*=notfound, departure_time=7:00, ampm=pm
request	ok what if i leave at around *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	ok what if i leave at around one pm	from_stop=?, to_stop=?
confirm-request	ok what if i leave at around *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	ok what if i leave at around two pm	confirm: departure_time=2:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	ok what if i leave at around *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	ok what if i leave at around two pm	departure_time=2:00, ampm=pm
reply	okay what if i'd rather ride the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay what if i'd rather ride the subway	line=Q, departure_time=11:07am, direction=Union Square, vehicle=subway, from_stop=Wall Street
apologize	okay what if i'd rather ride the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay what if i'd rather ride the subway	*=notfound, vehicle=subway
request	okay what if i'd rather ride the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay what if i'd rather ride the bus	from_stop=?, to_stop=?
confirm-request	okay what if i'd rather ride the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay what if i'd rather ride the bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	okay what if i'd rather ride the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay what if i'd rather ride the bus	vehicle=bus
reply	when will i arrive	"request(arrival_time=""*ARRIVAL_TIME"")"	when will i arrive	arrival_time=9:46am
reply	when will i get there	"request(arrival_time=""*ARRIVAL_TIME"")"	when will i get there	arrival_time=10:29am
reply	when will i reach my destination	"request(arrival_time=""*ARRIVAL_TIME"")"	when will i reach my destination	arrival_time=3:51pm
reply	i would like a *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like a four pm	direction=Columbia University, from_stop=Essex Street, line=N, vehicle=subway, departure_time=4:09pm
apologize	i would like a *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like a seven am	*=notfound, departure_time=7:00, ampm=am
request	i would like a *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like a five pm	from_stop=?, to_stop=?
confirm-request	i would like a *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like a four pm	confirm: departure_time=4:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	i would like a *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like a four pm	departure_time=4:00, ampm=pm
reply	i would like a ride at *NUMBER *AMPM and would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i would like a ride at three pm and would like to take the subway	vehicle=subway, line=6, direction=Herald Square, departure_time=3:11pm, from_stop=East Broadway
apologize	i would like a ride at *NUMBER *AMPM and would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i would like a ride at ten am and would like to take the subway	*=notfound, departure_time=10:00, ampm=am, vehicle=subway
request	i would like a ride at *NUMBER *AMPM and would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i would like a ride at nine pm and would like to take the subway	from_stop=?, to_stop=?
confirm-request	i would like a ride at *NUMBER *AMPM and would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i would like a ride at two pm and would like to take the subway	confirm: departure_time=2:00, ampm=pm, vehicle=subway; request: from_stop=?, to_stop=?
confirm	i would like a ride at *NUMBER *AMPM and would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i would like a ride at two pm and would like to take the subway	departure_time=2:00, ampm=pm, vehicle=subway
reply	i would like my departure time at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i would like my departure time at two pm	vehicle=bus, departure_time=2:07pm, from_stop=Fulton Street, direction=Central Park, line=M8
apologize	i would like my departure time at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i would like my departure time at eight am	*=notfound, departure_time=8:00, ampm=am
request	i would like my departure time at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i would like my departure time at eight am	from_stop=?, to_stop=?
confirm-request	i would like my departure time at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i would like my departure time at ten pm	confirm: departure_time=10:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	i would like my departure time at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i would like my departure time at ten pm	departure_time=10:00, ampm=pm
